name,category,chains,total_24h,total_7d,total_30d,change_1d_pct,change_7d_pct
Astar,Chain,Astar,2,18,134,-33.33,-33.33
Eventum,Chain,Eventum,2,41,265,0,-75
Neon,Chain,Neon,2,20,56,100,0
Polygon zkEVM,Chain,Polygon zkEVM,2,37,291,0,-77.78
JOC,Chain,JOC,2,14,59,0,0
Gravity Finance,Dexs,Polygon,1,16,84,-50,-66.67
Elk,Dexs,Avalanche;Polygon;Ethereum;Fantom;BSC;Gnosis;Elastos;KCC;Fuse;IoTeX;Telos;Arbitrum;OP Mainnet;Linea;Metis;Base;Moonriver,1,28,118,-66.67,-75
OolongSwap,Dexs,Boba,1,33,212,-66.67,-50
Crodex,Dexs,Cronos,1,3,22,0,0
Mimo V2,Dexs,IoTeX,1,9,45,0,-75
StellaSwap V2,Dexs,Moonbeam;Waves,1,12,104,0,-66.67
Wombat Exchange,Dexs,BSC;Arbitrum;Ethereum;Scroll;Avalanche;Base;OP Mainnet;Monad;Hyperliquid L1;Polygon,1,10,85,-66.67,-50
BlueMove Staking,NFT Marketplace,Aptos;Sui,1,15,97,0,0
Solidly V2,Dexs,Ethereum,1,6,29,0,-50
Zyberswap AMM,Dexs,Arbitrum,1,12,60,-50,-66.67
SolidLizard Dex,Dexs,Arbitrum,1,10,48,-50,-50
Chronos V1,Dexs,Arbitrum,1,17,49,0,-50
FVM Exchange,Dexs,Fantom,1,33,96,-75,-93.75
Retro,Dexs,Polygon,1,0,0,,
friend.tech V1,SoFi,Base,1,6,299,,-94.12
BaseX,Dexs,Base,1,6,47,0,0
Contango V2,Derivatives,Ethereum;Base;Arbitrum;OP Mainnet;Scroll;Gnosis;Avalanche;Linea;Polygon;BSC,1,541,899,-80,-99.01
CaviarNine LSU Pool,Dexs,Radix,1,7,30,0,0
Everdex,Dexs,Bifrost Network,1,87,422,,-97.78
Butter.xyz,Dexs,Mantle,1,2,8,,0
Vaulta RAM,Dexs,Vaulta,1,5,51,0,-83.33
SwapMode V2,Dexs,Mode,1,6,35,0,0
EddyFinance AMM,Dexs,ZetaChain,1,28,137,-66.67,-83.33
DragonSwap V2 Kaia,Dexs,Kaia,1,1,19,,0
Lens Protocol,SoFi,Polygon,1,0,13,,
KIM Exchange V3,Dexs,Mode,1,15,99,0,-85.71
Velar AMM,Dexs,Stacks,1,2,27,,0
Colend Protocol,Lending,CORE,1,1234,63480,,-99.64
Dusa Protocol,Dexs,Massa,1,19,28,,0
BitFi BTC,Anchor BTC,Hemi;Bitlayer;Ethereum;BSC;Base;CORE;GOAT,1,379531,1545647,-100,-100
Velo Finance,Dexs,BSC,1,14,76,0,-50
Trueo,Prediction Market,Base,1,3,21,,
MorFi,Dexs,Morph,1,1,25,,0
SilverSwap,Dexs,Sonic,1,1,2,,
SuperSwap Ink DEX Aggregator,DEX Aggregator,Lisk;BSC;Blast;Unichain;Scroll;Ethereum;OP Mainnet;Base;Arbitrum;Hyperliquid L1;Soneium;Monad;MegaETH;Zora;Polygon;World Chain;ZKsync Era;Mode;Plasma;Ink;Linea,1,35,245,-50,-94.74
Eggs Finance,Reserve Currency,Sonic,1,13,19,,
SyncSwap V3,Dexs,Linea;Sophon;ZKsync Era,1,2,27,,0
Typus Perp,Derivatives,Sui,1,204,1771,-85.71,-85.71
HumanFi,DEX Aggregator,World Chain,1,7,69,0,-50
Gliquid,Dexs,Hyperliquid L1,1,11,74,-50,-66.67
Fluid DEX Lite,Dexs,Ethereum,1,19,52,-50,-66.67
Thirdfy,Dexs,Base,1,22,113,-75,-50
SpinUp DEX,Dexs,Hyperliquid L1,1,3,44,0,0
Somnex DEX,Dexs,Somnia,1,7,25,0,0
Somnex V3,Dexs,Somnia,1,7,27,0,0
ShibaSwap V2,Dexs,Ethereum;Shibarium,1,7,77,0,-96.55
RubyScore,Services,OP Mainnet;Linea;Base;ZKsync Era;Scroll;Arbitrum;Ink;Unichain;Celo;ApeChain;Polygon;Mode;Berachain;Katana;Avalanche;Plasma;BSC;Sonic;Abstract,1,1,11,,
Snap V3,Dexs,TAC,1,79,87,0,
Katoshi Perps,Interface,Hyperliquid L1,1,19,181,-92.31,
Coin98 Perps,Interface,Hyperliquid L1,1,9,15,0,
World Markets Spot,Dexs,MegaETH,1,40,2485,-80,-50
DeltaDeFi,Dexs,Cardano,1,5,57,0,-50
Pump Party,Gaming,MegaETH,1,16,795,-66.67,-104.76
Pyth Express Relay,MEV,Solana,1,114,1261,-94.12,-92.31
Nexus Trading Labs,Interface,Orderly Network,1,8,25,-50,0
RERANGE,Derivatives,Ethereum;Base,1,4,72,,-90
Durianfun DEX Aggregator,DEX Aggregator,KUB,1,4,4,,
3F,RWA Lending,Ethereum,1,1168,2900,-83.33,
Mycelia Signal,Oracle,Base,1,67,645,-50,0
Omni Terminal,Interface,Hyperliquid L1,1,1,15,,
OBSDN,Derivatives,Monad,1,410,1028,-90.91,-92.31
Stratium Binary Options,Interface,Hyperliquid L1,1,2,6,0,-50
Flow,Chain,Flow,1,14,157,-50,-85.71
aelf,Chain,aelf,1,9,35,0,0
Fraxtal,Chain,Fraxtal,1,6,67,0,0
Fuse,Chain,Fuse,1,1,80,,
Orderly Network,Chain,Orderly Network,1,5,26,0,0
Shido,Chain,Shido,1,10,68,-66.67,-50
Fluent,Chain,Fluent,1,20,101,-75,-88.89
Beam,Chain,Beam,1,7,31,0,0
Mythos,Chain,Mythos,1,15,25,0,
Babylon Genesis,Chain,Babylon Genesis,1,7,42,0,0
Bifrost,Chain,Bifrost,1,7,27,0,0
CSC,Chain,CSC,1,8,54,0,-50
Fantom,Chain,Fantom,1,30,106,-50,-92.31
exSat,Chain,exSat,1,16,123,0,-75
WBTC,Bridge,Ethereum,0,0,39202,,
Synthetix v1+v2,Synthetics,OP Mainnet;Ethereum,0,0,0,,
Nexus Mutual,Insurance,Ethereum,0,9472,222893,-100,-100
KyberSwap Classic,Dexs,Ethereum;Polygon;BSC;Avalanche;Fantom;Cronos;Arbitrum;Aurora;OP Mainnet;ZKsync Era;Linea;Polygon zkEVM;Bittorrent;Scroll,,,,,
Hegic,Options,Arbitrum,,,,,
dYdX V3,Derivatives,Ethereum,,,,,
Index Coop,Indexes,Arbitrum;Base;Ethereum,0,3915,18667,,
Badger DAO,Yield Aggregator,Ethereum,0,1725,1725,,
Saddle Finance,Dexs,Ethereum;Arbitrum,0,1,1,,
Alchemix V2,Synthetics,OP Mainnet;Ethereum;Arbitrum,0,0,0,,
FutureSwap,Derivatives,Avalanche;Arbitrum,0,0,0,,
Liquity V1,CDP,Ethereum,0,18,6681,,-100
Ribbon,Options Vault,Ethereum;Avalanche,,,,,
GMX V1 Perps,Derivatives,Arbitrum;Avalanche,,,,,
Impermax V2,Lending,ZKsync Era;Ethereum;Avalanche;Polygon;Arbitrum;Fantom;Base;Scroll;OP Mainnet;re.al;Sonic;Blast;Linea;ZKsync Lite;Unichain,,,,,
Abracadabra Spell,CDP,Ethereum;Avalanche;Arbitrum;Fantom;BSC;OP Mainnet;Kava,,,24921,,
Perpetual Protocol,Derivatives,OP Mainnet,0,0,0,,
Premia V2,Options,Ethereum;Arbitrum;Fantom;OP Mainnet,,,,,
Firebird,DEX Aggregator,Cronos;Fantom;BSC;Avalanche;Polygon;Ethereum,,,,,
PaintSwap on Fantom,Dexs,Fantom;Sonic,,,,,
Tarot,Lending,OP Mainnet;Fantom,0,0,0,,
Hop Protocol,Cross Chain Bridge,Ethereum;OP Mainnet;Arbitrum;Polygon;Base,0,0,11,,
QiDao,CDP,OP Mainnet;Gnosis;Avalanche;Polygon;Arbitrum,0,0,0,,
Complus Network,Dexs,Polygon;Avalanche;BSC;Heco,0,0,21,,-100
Yield Yak Aggregator,Yield Aggregator,Avalanche,0,0,1209,,
Plenty,Dexs,Tezos,,,,,
Derive V1,Options,OP Mainnet;Arbitrum,,,,,
Teddy Cash,CDP,Avalanche,0,0,0,,
Strike,Lending,Ethereum,0,0,0,,
Clipper,Dexs,Polygon;OP Mainnet;Ethereum;Arbitrum;Moonbeam;Mantle;Base;Polygon zkEVM,0,0,0,,
Huckleberry AMM,Dexs,Moonriver,0,0,40,,-100
Geist Finance,Lending,Fantom,,,,,
Furucombo,Services,OP Mainnet;Metis;Ethereum;Gnosis;Avalanche;Polygon;Arbitrum;Fantom;Base,0,0,20,,
Angle,CDP,Ethereum;Polygon;OP Mainnet;Arbitrum;Avalanche,,,,,
Rubicon,Dexs,Ethereum;OP Mainnet;Arbitrum;Base,0,1,2,,
EmpireDEX,Dexs,Polygon;Kava;Gnosis;Ethereum;Fantom;Avalanche;BSC;Cronos,0,0,0,,
MinMax Finance,Dexs,IoTeX,,,,,
Pika,Derivatives,OP Mainnet,0,0,0,,
Drift Trade,Derivatives,Solana,0,0,0,,
Colony,Yield,Avalanche,,,,,
Embr Finance,Dexs,Avalanche,0,0,14,,
Zunami Protocol,Yield Aggregator,Ethereum,,,,,
LooksRare,NFT Marketplace,Ethereum,0,0,0,,
Solarflare,Dexs,Moonbeam,0,0,7,,
BeamSwap Classic,Dexs,Moonbeam,0,0,27,,-100
Buffer Finance,Options,Arbitrum;Polygon,,,,,
Maia DAO,Yield,Arbitrum,0,0,0,,
Kromatika,Dexs,Ethereum;Polygon;OP Mainnet;Arbitrum,0,0,0,,
Moonwell Apollo,Lending,Moonriver,,0,6078,,
X2Y2,NFT Lending,Ethereum,0,0,0,,
Polaris Finance,Dexs,Aurora;Telos,0,0,0,,
Vesta Finance,CDP,Arbitrum,0,0,0,,
Kleros,Services,Ethereum;Gnosis;Arbitrum,0,336,485,-100,
Stargate V1,Cross Chain Bridge,OP Mainnet;Ethereum;Avalanche;Polygon;Arbitrum;Fantom;BSC;Metis;Base;Linea;Mantle;Kava,0,19,53,-100,
Valas Finance,Lending,BSC,0,0,66346,,
0vix,Lending,Polygon;Polygon zkEVM,,,,,
SMBSwap V2,Dexs,BSC,0,0,0,,
Predy V3.2,Derivatives,Arbitrum,,,,,
Hydradex V2,Dexs,Hydra,,,,,
Pandora Swap,Dexs,BSC;Astar,0,0,0,,
Pandora,Dexs,BSC,0,0,0,,
VaultCraft,Yield,OP Mainnet;Ethereum,0,0,0,,
Gin Finance,Dexs,Boba,0,0,1,,
Metavault.Trade,Derivatives,Polygon,,,,,
Swapsicle V1,Dexs,Fantom;Polygon;Ethereum;OP Mainnet;BSC;Arbitrum;Avalanche;Telos,0,7,34,-100,-100
UniDex Perp,Derivatives,BSC;OP Mainnet;Boba;Metis;ZKsync Era;Fantom;Arbitrum;Base;Evmos,,,,,
ApeX Pro,Derivatives,Ethereum,,,,,
SideShift,Cross Chain Bridge,Ethereum,0,0,21598,,
OpenBiSea,Dexs,DChain,,,,,
BetSwirl,Prediction Market,Avalanche;Polygon;BSC;Arbitrum;Base,0,0,0,,
Sudoswap V1,NFT Marketplace,Ethereum,0,0,0,,
Aura,Yield,Ethereum,0,0,0,,
Canto Lending,Lending,Canto,0,0,0,,
MM Stableswap Polygon,Dexs,Polygon,0,0,0,,
Junoswap,Dexs,Juno,,,,,
Swaap Maker V1,Dexs,Polygon,0,0,0,,
Sushi Trident,Dexs,Metis;OP Mainnet;Polygon;BSC;Arbitrum;Bittorrent;Kava;Avalanche,0,0,0,,
Lifinity V1,Dexs,Solana,,,,,
Joe Lend,Lending,Avalanche,0,0,0,,
Gravis Finance,Dexs,Polygon;BSC;Heco,0,4,25,-100,-100
Frax Ether,Liquid Staking,Ethereum,0,41652,236506,,-100
Tangible RWA,RWA,Polygon,0,0,0,,
Wompie,Yield,BSC;Arbitrum,0,11,32,,-100
GhostMarket,NFT Marketplace,Phantasma;NEO;BSC;Avalanche;Polygon;Ethereum;Base,,,,,
HMX,Derivatives,Polygon;Arbitrum;Blast,,,,,
EMDX,Derivatives,Avalanche,0,0,0,,
Indigo,CDP,Cardano,0,0,616796,,
Archly V1,Dexs,Telos,0,0,0,,
JOJO,Derivatives,Base,0,0,0,,
KPerp Exchange,Derivatives,Kava,,,,,
KyotoSwap,Dexs,BSC,0,1,15,,-100
PepeTeam sWAVES,Liquid Staking,Waves,0,0,0,,
El Dorado Exchange,Derivatives,BSC;Arbitrum,,,,,
RealT RMM Marketplace,Lending,Gnosis,0,0,0,,
Mummy Finance,Derivatives,Fantom;OP Mainnet,,,,,
Y2K V1,Derivatives,Arbitrum,0,0,0,,
ABcDeFX,Dexs,Kava;Fantom;KCC,0,0,0,,
Joe V2,Dexs,Avalanche;Arbitrum;BSC;Ethereum,0,6,52,-100,-100
Level Perps,Derivatives,BSC;Arbitrum,,,,,
Gyroscope Protocol,Dexs,Base;Ethereum;Avalanche;Arbitrum;Gnosis;OP Mainnet,0,176,217,,
Blur Bids,NFT Marketplace,Ethereum,0,0,1,,
Omax Swap,Dexs,Omax,0,0,0,,
Cap Finance V4,Derivatives,Arbitrum,0,0,7676,,
Liquid Bolt,Yield,BSC;Polygon;Arbitrum;Fantom,,,,,
Nouns,Services,Ethereum,0,0,0,,
Covo V1,Derivatives,Polygon,,,,,
ZyberSwap Stableswap,Dexs,Arbitrum,0,0,0,,
Vaultka,Yield,Arbitrum,0,0,0,,
Zonic,NFT Marketplace,OP Mainnet;Arbitrum Nova;Arbitrum;ZKsync Era;Polygon zkEVM;Base;Linea,0,0,0,,
NFTEarth,NFT Marketplace,OP Mainnet;Arbitrum;Polygon,,,,,
Vela Exchange,Derivatives,Arbitrum;Base,,,,,
Subzero ZSwap,Dexs,Avalanche,0,0,0,,
AlienFi,Dexs,Arbitrum,0,0,0,,
Frax FPI,Algo-Stables,Ethereum,0,0,6533,,-100
ZORA Marketplace,NFT Marketplace,Ethereum,0,0,135,,
KyberSwap Elastic,Dexs,BSC;Ethereum;Avalanche;Polygon;Fantom;Arbitrum;OP Mainnet;Linea;Bittorrent;Base;Scroll,,,,,
Bluefin Legacy,Derivatives,Sui,,,,,
OpenSea V1,NFT Marketplace,Ethereum,,,,,
OpenSea V2,NFT Marketplace,Ethereum,,,,,
CoWSwap,DEX Aggregator,Ethereum;Gnosis;Arbitrum;Base;Polygon;Avalanche;BSC,,223914,2012987,,
Alpaca Perpetual Futures Exchange,Derivatives,BSC,0,0,0,,
Morphex V2,Derivatives,Fantom;BSC,,,,,
Arbitrum Exchange V2,Dexs,Arbitrum,0,0,3,,
Covo V2,Derivatives,Polygon,,,,,
Blast API,Developer Tools,BSC;OP Mainnet;Ethereum;Avalanche;Polygon;Fantom;Moonbeam;Gnosis,0,0,0,,
GET Protocol,Services,Polygon,,,,,
Persistence DEX,Dexs,Persistence One,,,,,
PLEXUS,DEX Aggregator,BSC;Ethereum;Polygon;Fantom;OP Mainnet;Kava;Kaia;Aurora;Avalanche;Arbitrum,,,,,
Hadouken AMM,Dexs,GodwokenV1,,,,,
Sharpe Magnum,Yield,Arbitrum;OP Mainnet;Base,0,0,0,,
Maia CL,Dexs,Metis,0,1,16,,-100
Auragi Finance,Dexs,Arbitrum,,,,,
Aktionariat,RWA,Ethereum,0,2785,2793,-100,
Camelot V3,Dexs,Arbitrum;Gravity by Galxe;Gnosis;Sanko;Rari;ReyaChain;ApeChain,0,0,0,,
Forge,Dexs,Evmos,,,,,
Juicebox V1,Launchpad,Ethereum,0,42,42,,
Noah Swap,Dexs,EOS EVM,,,,,
Rollup Finance vAMM,Derivatives,ZKsync Era,,,,,
SMBSwap V3,Dexs,BSC,,,,,
LionDEX,Derivatives,Arbitrum,,,,,
Vertex Perps,Derivatives,Arbitrum;Mantle;Sei;Base;Sonic;Abstract;Avalanche,,,,,
Lybra V1,CDP,Ethereum,0,0,0,,
Hydradex V3,Dexs,Hydra;Hydra Chain,0,9,95,,
E3,Dexs,Fantom;Arbitrum;Base,0,0,5,,-100
Veax CLMM,Dexs,Near,,,,,
Typus DOV,Options Vault,Sui,,,,,
AirSwap,DEX Aggregator,BSC;Ethereum;Avalanche;Polygon;Arbitrum,0,0,0,,
HoldStation DeFutures,Derivatives,ZKsync Era;Berachain;World Chain;BSC,,,,,
Arbitrum Exchange V3,Dexs,Arbitrum,0,0,0,,
GND Protocol,Yield,Arbitrum,0,0,0,,
TsunamiX,Derivatives,Mantle,0,0,0,,
QuickPerps,Derivatives,Polygon zkEVM;Orderly Network;Base,0,6,49,-100,-100
Kwenta,Derivatives,OP Mainnet,,,,,
Satori Perp,Derivatives,ZKsync Era;Polygon zkEVM;Scroll;Linea;Base;Arbitrum;X Layer;Plume (Deprecated);Zircuit;Data Network;Ethereum;BSC;OP Mainnet;TON;Hemi;Plume Mainnet,0,0,12,,
crvUSD,CDP,Ethereum,0,30165,133771,-100,
KTX Perps,Derivatives,BSC;Mantle;Arbitrum,,,,,
Houdini Swap,DEX Aggregator,Ethereum,0,0,0,,
Steer Protocol,Liquidity Manager,Hyperliquid L1;Ethereum;Mode;Linea;Base;BSC;Polygon;Avalanche;Arbitrum;Katana;Metis;Manta;Celo;Flare,,,7847,,
Cryptex V2,Derivatives,Arbitrum,0,0,0,,
Unlimited Network,Derivatives,Arbitrum,,,,,
Y2K V2,Derivatives,Arbitrum,0,0,0,,
Equilibria,Yield,BSC;Ethereum;OP Mainnet;Arbitrum;Mantle,0,0,0,,
BeamSwap V3,Dexs,Moonbeam,0,0,0,,
Sudoswap V2,NFT Marketplace,Ethereum,0,0,30,,
USDO,CDP,Onus,,,,,
Unibot,Telegram Bot,Ethereum,0,0,13,,
Pearl V1,Dexs,Polygon,0,11,36,,-100
Stealcam,NFT Marketplace,Arbitrum,0,0,0,,
Scatter,NFT Marketplace,Ethereum,0,0,0,,
Levvy for NFTs,NFT Lending,Cardano,,,,,
Foundation,NFT Marketplace,Ethereum,0,0,20,,
Concordex,Dexs,Concordium,,,,,
Equity,Derivatives,Fantom,,,,,
Mango Markets V4 Perps,Derivatives,Solana,,,,,
FlowX V2,Dexs,Sui,0,0,0,,
Bucket CDP,CDP,Sui,,,,,
Pinnako,Derivatives,ZKsync Era,0,0,0,,
Ajna V1,Lending,Ethereum,0,0,0,,
DerpDEX,Dexs,ZKsync Era;Base;opBNB,0,3,13,-100,-100
FusionX V2,Dexs,Mantle,0,0,3,,-100
FusionX V3,Dexs,Mantle,0,0,0,,
Sobal,Dexs,Neon;Base,0,0,2,,
Beamex Perps,Derivatives,Moonbeam,,,,,
HorizonDEX,Dexs,Base,,,,,
EchoDEX V2,Dexs,Linea,0,0,4,,
Narwhal Finance,Derivatives,Monad,,,,,
0x0.ai,Privacy,Ethereum,0,0,0,,
dexSWAP,Dexs,Arbitrum,0,0,0,,
Pika V4,Derivatives,OP Mainnet,0,40,92,,
Factor V2,Yield,Arbitrum,,,,,
FCON DEX,Dexs,Mantle,,,,,
Grizzly Trade Perps,Derivatives,BSC,,,,,
Safe,Services,Ethereum,0,0,0,,
Predy V5,Derivatives,Arbitrum,0,0,0,,
Gambit Trade,Derivatives,ZKsync Era;Arbitrum,0,0,0,,
SwapBased AMM,Dexs,Base,,,,,
KiloEx,Derivatives,BSC;opBNB;Manta;Taiko;BSquared;Base,,,,,
None Trading,Services,Ethereum,,,,,
Sable Finance,CDP,BSC,0,0,0,,
EDEBASE,Derivatives,Base,,,,,
Meowl,Services,Ethereum,,,,,
YFX,Derivatives,Arbitrum,0,0,0,,
SharesGram,SoFi,Base,0,0,0,,
Kinetix Derivatives,Derivatives,Kava,0,0,0,,
BackedFi,RWA,Solana;BSC;Base;Gnosis;Ethereum;Polygon;Avalanche;Arbitrum;Mantle,0,0,0,,
Lybra V2,CDP,Ethereum,0,3,11,,
PrismaLST,CDP,Ethereum,0,0,0,,
Solidly V3,Dexs,Ethereum;OP Mainnet;Arbitrum;Fantom;Base;Sonic,,,,,
Morphex V1 Perps,Derivatives,Fantom,,,,,
FriendRoom,SoFi,Ethereum,0,0,0,,
Premia V3,Options,Arbitrum,,,,,
Liquis,Yield,Ethereum,0,0,0,,
Valorem,Options Vault,Arbitrum,,,,,
Nether.Fi,Derivatives,Base,,,,,
DackieSwap V2,Dexs,Base;OP Mainnet;Arbitrum;Blast;Mode;X Layer;Linea,0,0,0,,
MonarchPay,Payments,Kava,0,0,0,,
BlazeBot,Telegram Bot,Base,,,,,
Caviar Tangible,Yield,Polygon,0,0,0,,
BMX Classic Perps,Derivatives,Base;Mode,,,,,
Manga FI,Yield,Ethereum,0,0,0,,
Kinetix AMM V2,Dexs,Kava;Base,0,0,0,,
Kinetix AMM V3,Dexs,Kava;Base,0,0,0,,
PostTechSoFi,SoFi,Arbitrum,0,0,0,,
THENA PERPS,Derivatives,BSC,0,0,10,,-100
Radpie,Yield,BSC;Arbitrum;Ethereum,0,0,0,,
StakeStone STONE,Liquid Staking,Ethereum,0,0,25282,,
cipher.rip,SoFi,Arbitrum;BSC;opBNB,0,1,32,,
Friend3,SoFi,BSC;opBNB;Arbitrum,0,0,0,,
PHAME Protocol,Derivatives,PulseChain,0,0,774,,-100
MagicSea AMM,Dexs,ShimmerEVM,0,0,28,,
DigiFT,RWA,Ethereum,,,,,
TangleSwap,Dexs,ShimmerEVM,0,0,0,,
BLEX,Derivatives,Arbitrum,,,,,
basedmarkets,Derivatives,Base,,,,,
Levvy for Tokens,Lending,Cardano,,,,,
Xena Finance,Derivatives,Base,0,0,0,,
Monocerus,Dexs,Manta;Avalanche,0,0,0,,
Amphor,Yield,Ethereum,0,0,0,,
VaporDex V2,Dexs,Avalanche,,,,,
Uniswap Labs,Developer Tools,OP Mainnet;Ethereum;Polygon;Arbitrum;Base;BSC;Avalanche,0,0,0,,
Zebra V1,Dexs,Scroll,0,0,3,,
Merkle Trade,Derivatives,Aptos,,,,,
Chainchat,SoFi,Base,0,0,0,,
Volo Vault,Risk Curators,Sui,,,,,
Touch.fan,SoFi,ZKsync Era,0,0,0,,
Hipo,Liquid Staking,TON,0,0,0,,
PAAL AI,Telegram Bot,Ethereum,0,0,0,,
Equation V1,Derivatives,Arbitrum,,,,,
IntentX,Derivatives,Base;Blast;Mantle;Arbitrum,,,,,
XOXNO NFT Marketplace,NFT Marketplace,MultiversX,,,,,
Goku Money,CDP,Manta,0,0,0,,
Voodoo Trade Base,Derivatives,Base,0,0,0,,
Stryke CLAMM,Options,Arbitrum;Sonic;Base;Blast;Mantle,,,,,
Hover,Lending,Kava,0,0,0,,
Keom Protocol,Lending,Polygon zkEVM;Manta;Polygon,,,,,
Amped Finance,Derivatives,LightLink;Sonic;Berachain;Base,,,,,
Substance Exchange,Derivatives,Arbitrum;ZetaChain,,,,,
ChimpX AI DEX,Dexs,Linea,0,0,0,,
DyorSwap AMM,Dexs,Mode;Plasma;Blast,,,,,
Ascent Exchange V1,Dexs,Horizen EON,,,,,
Ascent Exchange V3,Dexs,Horizen EON,,,,,
Bear Vs Bull,Prediction Market,Polygon,0,0,0,,
Aimbot,Telegram Bot,Ethereum,,,,,
Chainlink Staking,Services,Ethereum,0,1163431,5810071,,-100
Lynex V1,Dexs,Linea,0,1,9,,
Metavault Derivatives V2,Derivatives,Linea;Polygon,,,,,
D8X,Derivatives,Polygon zkEVM;Berachain;Arbitrum;Base,0,0,0,,
JIBSWAP,Dexs,JBC,0,0,0,,
Parcl V3,Derivatives,Solana,0,0,0,,
MilkyWay Liquid Staking,Liquid Staking,Osmosis,,,,,
Surf Protocol,Derivatives,Base;Merlin,,,,,
Yearn Ether,Indexes,Ethereum,0,0,0,,
SquaDeFi,SoFi,Base,0,0,0,,
ImmortalX,Derivatives,Celo,0,0,0,,
Cleopatra CL,Dexs,Mantle,0,0,0,,
Cakepie,Yield,BSC;Arbitrum;Ethereum,0,0,0,,
SquadSwap V2,Dexs,BSC,0,0,0,,
SquadSwap V3,Dexs,BSC,0,0,0,,
Bank AI,Services,Ethereum,0,0,0,,
Ajna V2,Lending,Mode;Ethereum;Hemi;Blast;BSC;Base;Gnosis;Rari;OP Mainnet;Polygon;Linea;Avalanche;Filecoin;Arbitrum,0,35,51,,
FWX Derivatives,Derivatives,Avalanche;Base;Ethereum;OP Mainnet;Arbitrum;Fantom;BSC,,,,,
Horiza,Dexs,Arbitrum,0,0,0,,
Zerion Wallet,Wallets,BSC;OP Mainnet;Ethereum;Polygon;Arbitrum;Base;Monad,0,0,0,,
Peapods Finance,Yield,Berachain;Arbitrum;Sonic;Ethereum;Base,0,0,0,,
Nile CL,Dexs,Linea,0,2,30,-100,
Equation V2,Derivatives,Arbitrum,,,,,
Lexer Markets,Derivatives,Arbitrum,,,0,,
Hyperion Exchange,Derivatives,Zkfair,,,,,
Pingu Exchange,Derivatives,Arbitrum;Monad,0,0,21,,
Segment Finance,Lending,Rootstock;CORE;opBNB;BSC;BOB;BSquared,0,856,3353,-100,-100
Kinetix Derivatives V2,Derivatives,Kava,,,,,
SupSwap V2,Dexs,Mode,0,0,0,,
SupSwap V3,Dexs,Mode,0,1,1,,
Omnidrome,Dexs,ZetaChain,0,0,0,,
Econia,Dexs,Aptos,,,,,
SOBAX,Derivatives,Polygon,0,0,0,,
Polter Finance,Lending,Fantom;Base;Sonic,,,3,,
Orby Network,CDP,Cronos,0,0,0,,
Goat Protocol,Yield Aggregator,Arbitrum,0,0,0,,
Voltage V3,Dexs,Fuse,0,0,0,,
Cellana Finance,Dexs,Aptos,0,0,0,,
Dinari,RWA,Arbitrum;Base;Ethereum;Plume Mainnet,0,0,7,,
Rockswap,Dexs,Bitrock,,,,,
Juice Finance,Leveraged Farming,Blast;Ethereum,0,0,0,,
Pac Finance,Lending,Blast,0,0,0,,
Blitz Perps,Derivatives,Blast,,,,,
Lava,Lending,Arbitrum,0,0,0,,
Stability,Liquidity Manager,Sonic,0,0,0,,
Gaming DEX,Dexs,Oasys;DeFiVerse,,,,,
Moraswap V3,Dexs,Neon,0,0,0,,
ArthSwap V3,Dexs,Astar;Astar zkEVM,0,0,0,,
Nile Legacy,Dexs,Linea,0,0,1,,
Cleopatra Legacy,Dexs,Mantle,0,0,0,,
MYX Finance,Derivatives,Linea;Arbitrum;BSC,0,0,0,,
Aera V2,Onchain Capital Allocator,Polygon;Base;Ethereum;Arbitrum,,,,,
Glyph V2,Dexs,CORE,0,0,1,,
Swych Perpetual,Derivatives,BSC,,,,,
Javsphere,Derivatives,DefiChain;Base,0,1,25,,
Hercules V2,Dexs,Metis,0,0,2,,
Keller Finance V2,Dexs,Scroll,0,0,0,,
OptionBlitz,Options,Arbitrum,,,,,
River Omni-CDP,CeDeFi,BOB;BSquared;Bitlayer;BSC;Hemi;Base;Arbitrum;Ethereum,0,11,98,-100,-100
AshPerp,Derivatives,MultiversX,,,,,
Web3.world,Dexs,Venom,0,0,0,,
Synthetix V3,Derivatives,Base;Arbitrum,0,0,0,,
fly.trade,Cross Chain Bridge,Berachain;Ink;Scroll;BSC;Ethereum;Arbitrum;OP Mainnet;Base;Fantom;Metis;Taiko;Manta;Avalanche;Polygon;Linea,0,0,0,,
Avalon Finance,Lending,Sonic;ZetaChain;Sei;Corn;Scroll;Base;CORE;BOB;DuckChain;Ethereum;Mode;BSquared;Kaia;Arbitrum;Taiko;Bitlayer;BSC;IoTeX;Merlin,,,8923,,
EtaSwap,DEX Aggregator,Hedera,0,0,33,,
Loxodrome AMM,Dexs,IoTeX,0,0,0,,
Wise Lending V2,Lending,Arbitrum,0,0,0,,
YOLO Games,Gaming,Blast,0,0,1485,,
firefly,Dexs,Manta,0,1,14,,
Fjord V2,Launchpad,Ethereum;Polygon;Arbitrum;Avalanche;Base;Blast;BSC,0,0,0,,
Grizzly Trade V2,Derivatives,BSC,,,,,
PotatoSwap V2,Dexs,X Layer,0,0,0,,
FeeFree,Dexs,Zora;Base;Scroll,0,0,0,,
TLX Finance,Derivatives,OP Mainnet,,,,,
Fjord V1,Launchpad,Ethereum;Polygon;Arbitrum,,,,,
Fenix Concentrated Liquidity,Dexs,Blast,0,0,0,,
Nuri Legacy,Dexs,Scroll,0,0,0,,
